Project_ID,Date,Region,State,Warehouse,Supplier,Material_Type,Project_Phase,Tower_Type,Substation_Type,Historical_Demand,Current_Inventory,Lead_Time_Days,Supplier_Risk,Commodity_Price,Transportation_Cost,Storage_Capacity,Production_Capacity,Project_Budget,Weather,Season,Quantity_Required
PG-PROJ-015,2024-06-26,ER,Bihar,WH-ER-02,KEC International,Conductor,Tower Erection,Angle,AIS (Air Insulated),231.0,556.0,64.0,0.20001627587048515,125.715916133988,91.92976367297872,7747,4081,191978,Rainy,Monsoon,275
PG-PROJ-008,2023-11-08,ER,Bihar,WH-ER-02,Kalpataru Power,Tower Member,Testing & Commissioning,Suspension,AIS (Air Insulated),1152.0,987.0,66.0,0.24161117350470068,115.3950229433985,46.87922807075564,7310,5821,239352,Heavy Wind,Post-Monsoon,505
PG-PROJ-002,2022-09-28,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Foundation,Transposition,GIS (Gas Insulated),138.0,203.0,51.0,0.3885993200714507,104.92695078779845,47.7417626084483,3274,4284,308743,Rainy,Monsoon,146
PG-PROJ-009,2020-03-04,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Testing & Commissioning,Terminal,GIS (Gas Insulated),171.0,191.0,26.0,0.13621129217552103,109.74845544999432,40.606928516497895,4793,6094,238685,Normal,Summer,127
PG-PROJ-003,2022-05-18,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Foundation,Angle,AIS (Air Insulated),114.0,825.0,70.0,0.4233594952803245,117.28028564070041,43.15914511577775,4403,2583,119298,Extreme Heat,Summer,536
PG-PROJ-005,2021-07-07,NER,Assam,WH-NER-01,Sterlite Power,Conductor,Tower Erection,Terminal,GIS (Gas Insulated),331.0,3.0,66.0,0.6385312534811434,136.46326201271404,147.38032297373115,4813,4795,255959,Normal,Monsoon,361
PG-PROJ-025,2024-04-17,ER,West Bengal,WH-ER-01,KEC International,Conductor,Testing & Commissioning,Tension,GIS (Gas Insulated),1548.0,1765.0,48.0,0.1716787844752606,129.25099535811225,37.15966116545727,7731,5528,106644,Normal,Summer,487
PG-PROJ-014,2023-05-10,SR,Andhra Pradesh,WH-SR-02,Skipper Limited,Insulator,Testing & Commissioning,Angle,Hybrid,14.0,278.0,33.0,0.17170993234417584,122.74077487355403,29.641897131963297,4623,6943,233021,Normal,Summer,347
PG-PROJ-012,2022-07-06,NER,Assam,WH-NER-01,Tata Power,Transformer,Foundation,Terminal,AIS (Air Insulated),2.0,2.0,101.0,0.3652937063416821,108.19515215451672,105.77158074625555,6926,3976,99220,Rainy,Monsoon,2
PG-PROJ-EMER-004,2023-06-21,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Stringing,Terminal,Hybrid,1521.0,3121.0,20.0,0.17032653493378755,116.11810981922174,75.71481350762355,6324,2305,161360,Extreme Heat,Monsoon,2172
PG-PROJ-001,2020-06-17,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Tower Erection,Suspension,Hybrid,891.0,337.0,57.0,0.21837168415529515,101.49111822090453,24.357868373017087,4779,5632,228393,Normal,Monsoon,732
PG-PROJ-EMER-004,2020-09-09,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Tower Erection,Transposition,GIS (Gas Insulated),496.0,248.0,10.0,0.16896131049827362,95.49791077712253,58.158227663267624,7653,6063,201701,Normal,Monsoon,474
PG-PROJ-005,2022-07-13,NER,Assam,WH-NER-01,Tata Power,Transformer,Foundation,Suspension,AIS (Air Insulated),1.0,0.0,107.0,0.3446914281123956,106.59115981402623,116.39754651691662,6926,3976,255959,Rainy,Monsoon,2
PG-PROJ-005,2023-01-11,NER,Assam,WH-NER-01,Tata Power,Hardware Fittings,Stringing,Angle,AIS (Air Insulated),189.0,144.0,20.0,0.1267866399429563,118.01304475419602,56.64626148201408,4113,5424,255959,Normal,Winter,199
PG-PROJ-EMER-001,2020-02-26,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Tower Erection,Terminal,Hybrid,8.0,1758.0,51.0,0.22670889262460606,107.04651629160595,108.33107448710521,4352,6570,477408,Normal,Winter,8
PG-PROJ-003,2023-05-24,NR,Uttar Pradesh,WH-NR-02,Tata Power,Transformer,Testing & Commissioning,Terminal,AIS (Air Insulated),9.0,4.0,106.0,0.5555728186417614,123.88030111573597,49.861821199083735,4648,2560,119298,Extreme Heat,Summer,8
PG-PROJ-EMER-001,2021-03-24,SR,Andhra Pradesh,WH-SR-02,Skipper Limited,Insulator,Tower Erection,Angle,Hybrid,690.0,225.0,13.0,0.10570562333304975,155.99109642589903,96.8704708804833,4623,6943,477408,Normal,Summer,696
PG-PROJ-025,2024-10-30,ER,West Bengal,WH-ER-01,Skipper Limited,Insulator,Foundation,Suspension,Hybrid,0.0,326.0,30.0,0.1937229171242285,118.8070433594459,40.09737713381299,5267,6108,106644,Normal,Post-Monsoon,388
PG-PROJ-020,2025-07-30,ER,Bihar,WH-ER-02,Skipper Limited,Insulator,Foundation,Tension,AIS (Air Insulated),95.0,189.0,49.0,0.18013045387295343,122.12203705955022,65.48794237318381,5767,6179,245940,Rainy,Monsoon,151
PG-PROJ-021,2022-05-25,SR,Tamil Nadu,WH-SR-01,KEC International,Tower Member,Tower Erection,Suspension,GIS (Gas Insulated),1126.0,928.0,65.0,0.2763846642305954,119.78568343871497,38.570990067266216,3861,3065,183442,Normal,Summer,931
PG-PROJ-014,2023-10-25,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Foundation,Suspension,AIS (Air Insulated),682.0,856.0,43.0,0.21536502118306436,109.16627166641622,60.38532317227813,7366,6700,233021,Heavy Wind,Post-Monsoon,753
PG-PROJ-011,2022-06-01,XX,Uttar Pradesh,WH-NR-02,Skipper Limited,Hardware Fittings,Planning,Terminal,Hybrid,21.0,80.0,16.0,0.19153581972877792,110.62958012768858,55.314790063844285,6851,5371,231680,Normal,Monsoon,56
PG-PROJ-EMER-004,2021-07-21,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Planning,Transposition,Hybrid,30.0,300.0,6.0,0.16642408610996517,104.0125919341907,85.1863127941022,7653,6063,161360,Normal,Monsoon,18
PG-PROJ-004,2022-09-07,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Tower Erection,Tension,AIS (Air Insulated),1.0,0.0,113.0,0.28723713231799836,104.72580528652158,68.922670604192,3774,3860,91129,Heavy Wind,Monsoon,1
PG-PROJ-014,2024-04-03,SR,Andhra Pradesh,WH-SR-02,Tata Power,Hardware Fittings,Tower Erection,Terminal,AIS (Air Insulated),136.0,2.0,22.0,0.17246701146043117,130.78265228229992,94.75203157852629,5086,5728,233021,Normal,Summer,148
PG-PROJ-011,2025-09-03,NR,Uttar Pradesh,WH-NR-02,Sterlite Power,Earthwire,Tower Erection,Terminal,GIS (Gas Insulated),13.0,216.0,28.0,0.17821523262147154,119.53401519776527,58.57166744690498,4793,6094,231680,Normal,Monsoon,110
PG-PROJ-001,2025-11-19,NR,Haryana,WH-NR-01,KEC International,Conductor,Planning,Suspension,GIS (Gas Insulated),413.0,654.0,49.0,0.22700202860032917,123.4511044552078,29.62826506924987,7820,3804,182714,Normal,Post-Monsoon,0
PG-PROJ-EMER-005,2021-04-28,WR,Maharashtra,WH-WR-01,Kalpataru Power,Tower Member,Testing & Commissioning,Suspension,Hybrid,578.0,558.0,32.0,0.21106649860001572,152.96266600867594,67.4565357098261,3816,6628,527837,Normal,Summer,850
PG-PROJ-021,2024-09-04,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Foundation,Suspension,Hybrid,209.0,347.0,30.0,0.21658794483776272,111.78417077403172,63.504587416727425,6869,2785,183442,Rainy,Monsoon,233
PG-PROJ-005,2022-03-30,NER,Assam,WH-NER-01,KEC International,Tower Member,Planning,Suspension,GIS (Gas Insulated),430.0,425.0,72.0,0.43986446043036637,118.3969829435707,105.89426154472963,5986,3603,255959,Heavy Wind,Summer,57
PG-PROJ-016,2020-09-09,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Planning,Angle,Hybrid,98.0,8.0,57.0,0.23030783641929045,95.49791077712253,31.514310556450436,4779,5632,185669,Normal,Monsoon,0
PG-PROJ-020,2025-10-15,ER,Bihar,WH-ER-02,KEC International,Conductor,Foundation,Angle,Hybrid,1711.0,658.0,60.0,0.40318401142519367,121.21935508554093,62.12491948133973,7747,4081,245940,Normal,Post-Monsoon,560
PG-PROJ-022,2024-10-02,NER,Manipur,WH-NER-02,KEC International,Conductor,Stringing,Suspension,GIS (Gas Insulated),229.0,1256.0,48.0,0.2037265155645938,117.91402197523428,107.91491291173443,5461,6191,259697,Rainy,Post-Monsoon,1557
PG-PROJ-007,2021-04-14,ER,Bihar,WH-ER-02,Tata Power,Hardware Fittings,Testing & Commissioning,Terminal,Hybrid,222.0,95.0,22.0,0.13288479130809297,155.15804292134305,96.97377682583941,4463,4897,181516,Normal,Summer,204
PG-PROJ-024,2025-04-09,NER,Manipur,WH-NER-02,Skipper Limited,Insulator,Planning,Suspension,Hybrid,51.0,46.0,39.0,0.27829175229594183,135.89564294967593,118.71843368083691,6261,4275,125989,Rainy,Summer,41
PG-PROJ-004,2022-03-09,ER,West Bengal,WH-ER-01,Skipper Limited,Insulator,Planning,Terminal,GIS (Gas Insulated),824.0,799.0,39.0,0.18224317300257592,119.54992009128986,82.48944486299001,5267,6108,91129,Extreme Heat,Summer,83
PG-PROJ-EMER-004,2024-04-24,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Foundation,Angle,AIS (Air Insulated),636.0,821.0,18.0,0.13889696975562435,131.6951346322765,95.41312504108431,7653,6063,161360,Extreme Heat,Summer,1082
PG-PROJ-021,2020-05-06,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Planning,Tension,Hybrid,92.0,117.0,38.0,0.11733657345409286,104.43796388671818,37.29218595484989,6869,2785,229303,Extreme Heat,Summer,77
PG-PROJ-005,2024-05-22,NER,Assam,WH-NER-01,Tata Power,Transformer,Stringing,Terminal,AIS (Air Insulated),3.0,4.0,100.0,0.431995783205208,127.91939662340202,137.53893524948185,6926,3976,255959,Normal,Summer,4
PG-PROJ-EMER-004,2021-03-03,WR,Gujarat,WH-WR-02,KEC International,Conductor,Stringing,Suspension,AIS (Air Insulated),2924.0,8.0,26.0,0.5414573402164602,154.07324230423507,212.0895216938948,3377,4289,201701,Extreme Heat,Summer,4326
PG-PROJ-EMER-004,2025-01-01,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Testing & Commissioning,Angle,GIS (Gas Insulated),218.0,283.0,15.0,0.10152091012492476,130.0107119659073,187.83947664834287,6324,2305,161360,Normal,Winter,676
PG-PROJ-EMER-002,2022-11-23,WR,Maharashtra,WH-WR-01,Skipper Limited,Insulator,Tower Erection,Transposition,AIS (Air Insulated),220.0,1349.0,15.0,0.08757373496034937,110.458133852707,62.62976189448487,4773,2800,445929,Normal,Post-Monsoon,1084
PG-PROJ-014,2024-01-03,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Tower Erection,Tension,GIS (Gas Insulated),345.0,690.0,65.0,0.27886740313309727,130.67909723598208,42.078669309986225,6057,5226,233021,Normal,Winter,1114
PG-PROJ-007,2025-10-22,ER,Bihar,WH-ER-02,Tata Power,Transformer,Tower Erection,Tension,GIS (Gas Insulated),1.0,5.0,95.0,0.3575838576386094,121.10346218828481,56.01035126208172,3336,5570,145212,Normal,Post-Monsoon,4
PG-PROJ-EMER-005,2023-04-26,WR,Maharashtra,WH-WR-01,Tata Power,Transformer,Tower Erection,Suspension,GIS (Gas Insulated),5.0,6.0,41.0,0.2246461428112572,125.22702653753669,115.7097725206839,7733,2121,422269,Normal,Summer,8
PG-PROJ-EMER-001,2023-05-17,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Planning,Tension,Hybrid,50.0,25.0,30.0,0.35172103339168803,121.61950283781687,120.28168830660087,7158,6118,381926,Normal,Summer,28
PG-PROJ-003,2025-07-16,NR,Uttar Pradesh,WH-NR-02,Skipper Limited,Insulator,Testing & Commissioning,Transposition,AIS (Air Insulated),130.0,61.0,33.0,0.1710727910355594,121.7428737971922,38.9577196151015,3758,5267,119298,Normal,Monsoon,267
PG-PROJ-EMER-001,2023-07-26,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Foundation,Angle,AIS (Air Insulated),74.0,902.0,36.0,0.1951999311388114,113.8790872060911,209.53752045920763,6057,5226,381926,Normal,Monsoon,1474
PG-PROJ-016,2022-01-12,NR,Haryana,WH-NR-01,Skipper Limited,Hardware Fittings,Tower Erection,Transposition,GIS (Gas Insulated),10.0,259.0,36.0,0.3315915223241401,117.42927885181581,39.92595480961737,5534,3878,148535,Normal,Winter,214
PG-PROJ-EMER-002,2021-09-29,WR,Maharashtra,WH-WR-01,Sterlite Power,Conductor,Planning,Suspension,AIS (Air Insulated),129.0,837.0,44.0,0.355553528567322,101.50296748579933,105.4057565856283,7357,3777,445929,Extreme Heat,Monsoon,118
PG-PROJ-004,2025-02-05,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Foundation,Angle,AIS (Air Insulated),217.0,264.0,37.0,0.33340539848865736,136.72576447391648,49.563089621794724,3274,4284,91129,Normal,Winter,350
PG-PROJ-EMER-004,2025-04-23,WR,Gujarat,WH-WR-02,Kalpataru Power,Tower Member,Planning,Suspension,Hybrid,131.0,323.0,35.0,0.20213836263859813,134.50779358260107,84.45744359051521,6114,4427,161360,Extreme Heat,Summer,302
PG-PROJ-016,2020-12-30,NR,Haryana,WH-NR-01,KEC International,Conductor,Foundation,Terminal,Hybrid,481.0,9.0,66.0,0.6658622037997664,140.73461699954106,78.1077124347453,7820,3804,185669,Normal,Winter,218
PG-PROJ-014,2020-10-21,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Tower Member,Planning,Tension,AIS (Air Insulated),234.0,887.0,57.0,0.2667204423251259,96.65699306184254,54.46621559034827,6057,5226,291277,Normal,Post-Monsoon,106
PG-PROJ-013,2020-06-10,ER,Bihar,WH-ER-02,Skipper Limited,Insulator,Foundation,Suspension,Hybrid,45.0,83.0,55.0,0.23077088018499753,100.07441618221827,56.91732420363664,5767,6179,152953,Rainy,Monsoon,144
PG-PROJ-001,2023-10-11,NR,Haryana,WH-NR-01,Kalpataru Power,Earthwire,Testing & Commissioning,Suspension,Hybrid,130.0,103.0,45.0,0.4275132123630079,110.93233054752328,42.15428560805884,3095,3285,182714,Normal,Post-Monsoon,104
PG-PROJ-017,2023-06-28,SR,Andhra Pradesh,WH-SR-02,KEC International,Conductor,Foundation,Terminal,Hybrid,52.0,72.0,51.0,0.17962432875342452,115.89366125290833,57.30941548956316,7366,6700,313601,Normal,Monsoon,547
PG-PROJ-021,2023-04-26,SR,Tamil Nadu,WH-SR-01,Sterlite Power,Conductor,Stringing,Angle,AIS (Air Insulated),1456.0,974.0,54.0,0.3598305817151507,125.22702653753669,46.0835457658135,7450,6523,183442,Normal,Summer,1593
PG-PROJ-016,2022-08-03,NR,Haryana,WH-NR-01,Skipper Limited,Hardware Fittings,Planning,Transposition,GIS (Gas Insulated),0.0,87.0,18.0,0.1480693143757183,107.47813353485927,47.290378755338075,5534,3878,148535,Normal,Monsoon,44
PG-PROJ-EMER-004,2023-02-22,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Tower Erection,Terminal,Hybrid,607.0,579.0,12.0,0.17584544898682802,125.23502254891619,55.22864494407204,7653,6063,161360,Normal,Winter,454
PG-PROJ-001,2020-04-08,NR,Haryana,WH-NR-01,Skipper Limited,Hardware Fittings,Foundation,Tension,AIS (Air Insulated),406.0,587.0,42.0,0.3987298141476025,105.78024460191351,31.628293135972136,5534,3878,228393,Extreme Heat,Summer,402
PG-PROJ-005,2021-03-24,NER,Assam,WH-NER-01,Sterlite Power,Conductor,Foundation,Transposition,Hybrid,477.0,9.0,47.0,0.5362689007087894,155.99109642589903,172.21417045419255,4813,4795,319949,Normal,Summer,455
PG-PROJ-021,2023-02-15,SR,Tamil Nadu,WH-SR-01,Sterlite Power,Conductor,Tower Erection,Terminal,Hybrid,568.0,13.0,47.0,0.20313621498608003,122.45611929749305,60.4137264554182,7450,6523,183442,Rainy,Winter,480
PG-PROJ-025,2020-09-16,ER,West Bengal,WH-ER-01,Skipper Limited,Insulator,Stringing,Angle,Hybrid,410.0,335.0,53.0,0.1887514919177551,92.33357173725726,70.51976541433024,5267,6108,133306,Heavy Wind,Monsoon,376
PG-PROJ-016,2021-05-05,NR,Haryana,WH-NR-01,Skipper Limited,Hardware Fittings,Stringing,Transposition,Hybrid,221.0,53.0,31.0,0.1308576752568666,150.39209340826264,62.26232667102072,5534,3878,185669,Extreme Heat,Summer,184
PG-PROJ-016,2025-02-26,NR,Haryana,WH-NR-01,KEC International,Conductor,Stringing,Transposition,GIS (Gas Insulated),319.0,332.0,48.0,0.16990426222347524,134.7817051240355,49.06054066514893,7820,3804,148535,Rainy,Winter,1607
PG-PROJ-009,2020-03-04,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Testing & Commissioning,Transposition,Hybrid,709.0,330.0,42.0,0.19773356291256783,109.74845544999432,65.6295763590966,4403,2583,238685,Heavy Wind,Summer,487
PG-PROJ-002,2021-07-28,ER,West Bengal,WH-ER-01,Sterlite Power,Earthwire,Testing & Commissioning,Angle,AIS (Air Insulated),98.0,125.0,51.0,0.22856566604917355,105.78607183634303,85.95118336702872,6612,6791,308743,Heavy Wind,Monsoon,20
PG-PROJ-002,2023-12-06,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Testing & Commissioning,Tension,Hybrid,212.0,315.0,18.0,0.1496553513373715,118.30480090166577,38.44906029304138,3274,4284,308743,Normal,Winter,235
PG-PROJ-022,2025-05-28,NER,Manipur,WH-NER-02,KEC International,Conductor,Foundation,Suspension,AIS (Air Insulated),468.0,393.0,49.0,0.1699558662049947,134.57902522421801,93.0210222349795,5461,6191,259697,Normal,Summer,429
PG-PROJ-005,2024-01-03,NER,Assam,WH-NER-01,Kalpataru Power,Earthwire,Foundation,Tension,AIS (Air Insulated),1.0,135.0,28.0,0.19133450155273485,130.67909723598208,81.54375667525282,4938,3105,255959,Normal,Winter,175
PG-PROJ-EMER-005,2025-10-29,WR,Maharashtra,WH-WR-01,Kalpataru Power,Earthwire,Stringing,Terminal,GIS (Gas Insulated),1282.0,380.0,13.0,0.1510582802658275,120.24604651146696,154.28770227886324,5639,3966,422269,Rainy,Post-Monsoon,846
PG-PROJ-017,2023-03-01,SR,Andhra Pradesh,WH-SR-02,Tata Power,Transformer,Testing & Commissioning,Terminal,GIS (Gas Insulated),17.0,12.0,113.0,0.4955197939669159,125.75378677502015,59.29291046442199,4352,6570,313601,Normal,Summer,10
PG-PROJ-EMER-001,202-INVALID-DATE,SR,Andhra Pradesh,WH-SR-02,Kalpataru Power,Earthwire,Tower Erection,Suspension,GIS (Gas Insulated),408.0,271.0,23.0,0.16540362490352722,152.60196548372102,84.76276172793284,7158,6118,477408,Extreme Heat,Summer,224
PG-PROJ-005,2020-05-20,NER,Assam,WH-NER-01,Tata Power,Transformer,Stringing,Transposition,GIS (Gas Insulated),5.0,1848.0,86.0,0.3508718900385339,108.19847315338234,104.42451040979238,6926,3976,319949,Rainy,Summer,4
PG-PROJ-EMER-004,2022-11-09,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Planning,Suspension,Hybrid,50.0,55.0,6.0,0.14091348392650577,110.19932316369594,96.27012871580479,7653,6063,161360,Heavy Wind,Post-Monsoon,66
PG-PROJ-001,2023-07-26,NR,Haryana,WH-NR-01,KEC International,Conductor,Stringing,Transposition,Hybrid,1498.0,813.0,53.0,0.3898122763682135,113.8790872060911,66.6192660155633,7820,3804,182714,Heavy Wind,Monsoon,1327
PG-PROJ-021,2022-03-16,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Foundation,Transposition,GIS (Gas Insulated),375.0,290.0,31.0,0.20209223778819124,120.39462870580812,27.690764602335868,6869,2785,183442,Normal,Summer,244
PG-PROJ-EMER-004,2020-09-23,WR,Gujarat,WH-WR-02,Skipper Limited,Insulator,Tower Erection,Angle,AIS (Air Insulated),522.0,474.0,20.0,0.14735579701545495,93.36925938819083,88.23395012184034,6324,2305,201701,Normal,Monsoon,600
PG-PROJ-002,2024-11-13,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Planning,Transposition,GIS (Gas Insulated),8.0,20.0,38.0,0.4013412951940611,117.16709889722283,105.45038900750055,3274,4284,308743,Normal,Post-Monsoon,0
PG-PROJ-EMER-003,2020-08-26,NER,Manipur,WH-NER-02,Tata Power,Transformer,Stringing,Suspension,Hybrid,2.0,922.0,58.0,0.29612367890921554,97.34834595535105,194.38517720364501,6377,4913,258485,Rainy,Monsoon,4
PG-PROJ-013,2020-03-04,ER,Bihar,WH-ER-02,Tata Power,Hardware Fittings,Planning,Angle,AIS (Air Insulated),0.0,78.0,20.0,0.13966346144396785,109.74845544999432,31.552680941873366,4463,4897,152953,Normal,Summer,71
PG-PROJ-025,2021-09-01,ER,West Bengal,WH-ER-01,KEC International,Tower Member,Tower Erection,Tension,Hybrid,411.0,488.0,82.0,0.27433805609748074,100.18928051064336,73.26341137340795,5578,2314,106644,Rainy,Monsoon,457
PG-PROJ-012,2025-11-12,NER,Assam,WH-NER-01,KEC International,Tower Member,Stringing,Transposition,AIS (Air Insulated),416.0,202.0,57.0,0.19192127587132835,126.16265118983648,104.96732578994394,5986,3603,99220,Heavy Wind,Post-Monsoon,279
PG-PROJ-018,2020-09-02,ER,Bihar,WH-ER-02,Tata Power,Transformer,Stringing,Suspension,AIS (Air Insulated),1.0,2027.0,116.0,0.3991593873081457,93.26488837119732,74.26216736556586,3336,5570,220087,Rainy,Monsoon,2
PG-PROJ-016,2025-09-17,NR,Haryana,WH-NR-01,Tata Power,Transformer,Foundation,Suspension,AIS (Air Insulated),8.0,0.0,117.0,0.4560478445479055,119.58083163979691,81.61391759416139,7656,5447,148535,Rainy,Monsoon,4
PG-PROJ-EMER-001,2025-10-01,SR,Andhra Pradesh,WH-SR-02,Tata Power,Hardware Fittings,Planning,Angle,Hybrid,163.0,219.0,17.0,0.27958476334491233,118.67593793691574,152.58165340549257,5086,5728,381926,Rainy,Post-Monsoon,152
PG-PROJ-025,2023-04-12,ER,West Bengal,WH-ER-01,KEC International,Conductor,Testing & Commissioning,Terminal,GIS (Gas Insulated),474.0,752.0,49.0,0.26462657970212194,123.28595198780535,55.47867839451241,7731,5528,106644,Normal,Summer,587
PG-PROJ-016,2022-07-27,NR,Haryana,WH-NR-01,Kalpataru Power,Tower Member,Planning,Angle,Hybrid,403.0,565.0,63.0,0.26661718680039814,106.99009441788006,47.07564154386722,4779,5632,148535,Normal,Monsoon,0
PG-PROJ-001,2024-03-20,NR,Haryana,WH-NR-01,Skipper Limited,Insulator,Foundation,Tension,Hybrid,232.0,667.0,39.0,0.23723338006431072,134.31814169616413,43.25044162616485,3042,6508,182714,Extreme Heat,Summer,473
PG-PROJ-002,2024-01-03,ER,West Bengal,WH-ER-01,Sterlite Power,Earthwire,Testing & Commissioning,Suspension,AIS (Air Insulated),26.0,12.0,27.0,0.1356794986664069,130.67909723598208,120.06142058555854,6612,6791,308743,Normal,Winter,173
PG-PROJ-007,2024-12-25,ER,Bihar,WH-ER-02,Sterlite Power,Earthwire,Tower Erection,Suspension,GIS (Gas Insulated),127.0,20.0,33.0,0.23638225300321253,123.60960429263288,72.62064252192182,6639,4266,145212,Normal,Winter,86
PG-PROJ-021,2022-08-24,SR,Tamil Nadu,WH-SR-01,Skipper Limited,Insulator,Testing & Commissioning,Suspension,AIS (Air Insulated),328.0,238.0,26.0,0.05666381583101031,106.6419840902232,31.885953242976736,6869,2785,183442,Normal,Monsoon,283
PG-PROJ-005,2020-12-02,NER,Assam,WH-NER-01,Skipper Limited,Insulator,Planning,Transposition,GIS (Gas Insulated),0.0,85.0,34.0,0.1797054088712363,105.13081204973732,126.49339305824394,3807,5548,319949,Normal,Winter,62
PG-PROJ-011,2024-11-27,NR,Uttar Pradesh,WH-NR-02,Kalpataru Power,Tower Member,Testing & Commissioning,Tension,AIS (Air Insulated),280.0,367.0,59.0,0.31031182053286566,121.53113595454917,47.39714302227417,3450,6981,231680,Normal,Post-Monsoon,461
PG-PROJ-010,2025-08-27,NR,Uttar Pradesh,WH-NR-02,Tata Power,Transformer,Foundation,Suspension,AIS (Air Insulated),0.0,2.0,92.0,0.3335955422997101,118.43260549901497,58.03197669451734,4648,2560,238768,Normal,Monsoon,4
PG-PROJ-EMER-004,2023-03-22,WR,Gujarat,WH-WR-02,Tata Power,Hardware Fittings,Tower Erection,Angle,GIS (Gas Insulated),469.0,330.0,12.0,0.10830808141143301,125.07807167214956,57.786069112533106,7653,6063,161360,Normal,Summer,396
PG-PROJ-EMER-005,2023-11-29,WR,Maharashtra,WH-WR-01,Sterlite Power,Conductor,Planning,Suspension,Hybrid,0.0,1062.0,19.0,0.13899423903183084,112.76426517883358,106.56223059399773,7357,3777,422269,Normal,Post-Monsoon,266
PG-PROJ-002,2021-10-20,ER,West Bengal,WH-ER-01,Tata Power,Transformer,Planning,Angle,GIS (Gas Insulated),0.0,1.0,88.0,0.23997142155234794,100.8958930942129,32.79116525561919,3774,3860,308743,Heavy Wind,Post-Monsoon,0
PG-PROJ-EMER-004,2020-11-18,WR,Gujarat,WH-WR-02,Kalpataru Power,Tower Member,Tower Erection,Terminal,Hybrid,1157.0,93.0,30.0,0.1679638716028291,99.55519568971417,77.35438705090792,6114,4427,201701,Normal,Post-Monsoon,1592
PG-PROJ-006,2022-02-09,ER,Bihar,WH-ER-02,Sterlite Power,Earthwire,Tower Erection,Tension,AIS (Air Insulated),144.0,183.0,35.0,0.16473748968533014,115.35976021052916,69.21585612631749,6639,4266,82725,Normal,Winter,160
PG-PROJ-015,2023-03-08,ER,Bihar,WH-ER-02,Kalpataru Power,Tower Member,Planning,Angle,Hybrid,375.0,551.0,65.0,0.2728269831066403,126.47155177845329,63.71004420839584,7310,5821,191978,Rainy,Summer,69
PG-PROJ-EMER-004,2022-06-01,WR,Gujarat,WH-WR-02,KEC International,Conductor,Testing & Commissioning,Transposition,GIS (Gas Insulated),2967.0,2383.0,27.0,0.2139647318131362,110.62958012768858,72.01985666312527,3377,4289,161360,Normal,Monsoon,994
PG-PROJ-019,2025-05-21,NR,Uttar Pradesh,WH-NR-02,KEC International,Conductor,Testing & Commissioning,Suspension,Hybrid,1696.0,1687.0,74.0,0.45901255166310834,133.0931960117816,45.917152624064656,4403,2583,107760,Extreme Heat,Summer,703
PG-PROJ-002,2024-02-07,ER,West Bengal,WH-ER-01,Skipper Limited,Hardware Fittings,Planning,Terminal,AIS (Air Insulated),0.0,186.0,17.0,0.1515006793108475,128.45783348954475,65.83463966339168,3274,4284,308743,Normal,Winter,21
PG-PROJ-012,2020-10-28,NER,Assam,WH-NER-01,Kalpataru Power,Earthwire,Testing & Commissioning,Transposition,AIS (Air Insulated),191.0,49.0,33.0,0.1901074224005265,96.46830205431955,82.26816799192373,4938,3105,124025,Rainy,Post-Monsoon,143
PG-PROJ-004,2021-06-09,ER,West Bengal,WH-ER-01,Sterlite Power,Earthwire,Tower Erection,Suspension,GIS (Gas Insulated),91.0,141.0,58.0,0.3262364566987576,145.96843067963977,87.58105840778386,6612,6791,113912,Normal,Monsoon,95
PG-PROJ-021,2021-09-22,SR,Tamil Nadu,WH-SR-01,KEC International,Tower Member,Stringing,Terminal,AIS (Air Insulated),360.0,360.0,63.0,0.19680381522974794,100.10715478556051,37.41504910110324,3861,3065,183442,Rainy,Monsoon,318
